date,crime_type,crime_count
2009-03-01T00:00:00Z,NARCOTICS,3937
2009-03-01T00:00:00Z,MOTOR VEHICLE THEFT,1183
2009-03-01T00:00:00Z,THEFT,6315
2009-03-01T00:00:00Z,BURGLARY,1881
2009-03-01T00:00:00Z,DECEPTIVE PRACTICE,1155
2009-02-01T00:00:00Z,CRIMINAL DAMAGE,3079
2009-02-01T00:00:00Z,BATTERY,4944
2009-02-01T00:00:00Z,NARCOTICS,3655
2009-02-01T00:00:00Z,ROBBERY,976
2009-02-01T00:00:00Z,BURGLARY,1525
2009-02-01T00:00:00Z,MOTOR VEHICLE THEFT,1091
2009-02-01T00:00:00Z,THEFT,5264
2009-02-01T00:00:00Z,OTHER OFFENSE,1998
2009-02-01T00:00:00Z,ASSAULT,1638
2009-02-01T00:00:00Z,DECEPTIVE PRACTICE,1008
2009-01-01T00:00:00Z,NARCOTICS,3780
2009-01-01T00:00:00Z,BATTERY,5022
2009-01-01T00:00:00Z,ROBBERY,1277
2009-01-01T00:00:00Z,THEFT,5797
2009-01-01T00:00:00Z,CRIMINAL DAMAGE,3090
2009-01-01T00:00:00Z,OTHER OFFENSE,2140
2009-01-01T00:00:00Z,MOTOR VEHICLE THEFT,1204
2009-01-01T00:00:00Z,BURGLARY,1743
2009-01-01T00:00:00Z,ASSAULT,1678
2009-01-01T00:00:00Z,DECEPTIVE PRACTICE,1126
2008-12-01T00:00:00Z,BATTERY,4665
2008-12-01T00:00:00Z,ROBBERY,1424
2008-12-01T00:00:00Z,CRIMINAL DAMAGE,3360
2008-12-01T00:00:00Z,THEFT,6091
2008-12-01T00:00:00Z,ASSAULT,1524
2008-12-01T00:00:00Z,NARCOTICS,3131
2008-12-01T00:00:00Z,MOTOR VEHICLE THEFT,1281
2008-12-01T00:00:00Z,OTHER OFFENSE,1718
2008-12-01T00:00:00Z,DECEPTIVE PRACTICE,1117
2008-12-01T00:00:00Z,BURGLARY,2190
2008-11-01T00:00:00Z,BATTERY,5417
2008-11-01T00:00:00Z,NARCOTICS,3853
2008-11-01T00:00:00Z,BURGLARY,2301
2008-11-01T00:00:00Z,ROBBERY,1503
2008-11-01T00:00:00Z,MOTOR VEHICLE THEFT,1266
2008-11-01T00:00:00Z,ASSAULT,1731
2008-11-01T00:00:00Z,CRIMINAL DAMAGE,4214
2008-11-01T00:00:00Z,OTHER OFFENSE,1935
2008-11-01T00:00:00Z,DECEPTIVE PRACTICE,1131
2008-11-01T00:00:00Z,THEFT,6871
2008-10-01T00:00:00Z,BATTERY,6117
2008-10-01T00:00:00Z,CRIMINAL DAMAGE,4641
2008-10-01T00:00:00Z,THEFT,7909
2008-10-01T00:00:00Z,NARCOTICS,3989
2008-10-01T00:00:00Z,ASSAULT,2141
2008-10-01T00:00:00Z,ROBBERY,1714
2008-10-01T00:00:00Z,MOTOR VEHICLE THEFT,1429
2008-10-01T00:00:00Z,BURGLARY,2579
2008-10-01T00:00:00Z,DECEPTIVE PRACTICE,1227
2008-10-01T00:00:00Z,OTHER OFFENSE,2039
2008-09-01T00:00:00Z,THEFT,7703
2008-09-01T00:00:00Z,NARCOTICS,3859
2008-09-01T00:00:00Z,ROBBERY,1616
2008-09-01T00:00:00Z,BATTERY,6552
2008-09-01T00:00:00Z,BURGLARY,2422
2008-09-01T00:00:00Z,CRIMINAL DAMAGE,4231
2008-09-01T00:00:00Z,OTHER OFFENSE,1945
2008-09-01T00:00:00Z,MOTOR VEHICLE THEFT,1609
2008-09-01T00:00:00Z,ASSAULT,2241
2008-09-01T00:00:00Z,DECEPTIVE PRACTICE,1174
2008-08-01T00:00:00Z,NARCOTICS,4480
2008-08-01T00:00:00Z,BATTERY,7131
2008-08-01T00:00:00Z,OTHER OFFENSE,2174
2008-08-01T00:00:00Z,CRIMINAL DAMAGE,4860
2008-08-01T00:00:00Z,ASSAULT,2388
2008-08-01T00:00:00Z,THEFT,8162
2008-08-01T00:00:00Z,BURGLARY,2356
2008-08-01T00:00:00Z,ROBBERY,1550
2008-08-01T00:00:00Z,MOTOR VEHICLE THEFT,1844
2008-08-01T00:00:00Z,DECEPTIVE PRACTICE,1224
2008-07-01T00:00:00Z,OTHER OFFENSE,2278
2008-07-01T00:00:00Z,CRIMINAL DAMAGE,4872
2008-07-01T00:00:00Z,THEFT,8218
2008-07-01T00:00:00Z,BATTERY,7312
2008-07-01T00:00:00Z,ASSAULT,2404
2008-07-01T00:00:00Z,NARCOTICS,3994
2008-07-01T00:00:00Z,ROBBERY,1480
2008-07-01T00:00:00Z,DECEPTIVE PRACTICE,1201
2008-07-01T00:00:00Z,BURGLARY,2528
2008-07-01T00:00:00Z,MOTOR VEHICLE THEFT,1896
2008-06-01T00:00:00Z,NARCOTICS,3569
2008-06-01T00:00:00Z,CRIMINAL DAMAGE,4650
2008-06-01T00:00:00Z,THEFT,7496
2008-06-01T00:00:00Z,OTHER OFFENSE,2121
2008-06-01T00:00:00Z,DECEPTIVE PRACTICE,1187
2008-06-01T00:00:00Z,ASSAULT,2424
2008-06-01T00:00:00Z,ROBBERY,1331
2008-06-01T00:00:00Z,BATTERY,7483
2008-06-01T00:00:00Z,MOTOR VEHICLE THEFT,1596
2008-06-01T00:00:00Z,BURGLARY,2119
2008-05-01T00:00:00Z,BATTERY,7416
2008-05-01T00:00:00Z,ROBBERY,1365
2008-05-01T00:00:00Z,CRIMINAL DAMAGE,4793
2008-05-01T00:00:00Z,NARCOTICS,3824
2008-05-01T00:00:00Z,THEFT,7146
2008-05-01T00:00:00Z,BURGLARY,2222
2008-05-01T00:00:00Z,MOTOR VEHICLE THEFT,1482
2008-05-01T00:00:00Z,ASSAULT,2488
2008-05-01T00:00:00Z,OTHER OFFENSE,2198
2008-05-01T00:00:00Z,DECEPTIVE PRACTICE,1185
2008-04-01T00:00:00Z,BATTERY,6713
2008-04-01T00:00:00Z,NARCOTICS,3668
2008-04-01T00:00:00Z,ASSAULT,2431
2008-04-01T00:00:00Z,THEFT,6830
2008-04-01T00:00:00Z,CRIMINAL DAMAGE,4226
2008-04-01T00:00:00Z,ROBBERY,1213
2008-04-01T00:00:00Z,DECEPTIVE PRACTICE,1162
2008-04-01T00:00:00Z,OTHER OFFENSE,2275
2008-04-01T00:00:00Z,MOTOR VEHICLE THEFT,1405
2008-04-01T00:00:00Z,BURGLARY,1882
2008-03-01T00:00:00Z,NARCOTICS,4063
2008-03-01T00:00:00Z,BATTERY,6194
2008-03-01T00:00:00Z,ROBBERY,1233
2008-03-01T00:00:00Z,BURGLARY,1713
2008-03-01T00:00:00Z,ASSAULT,2040
2008-03-01T00:00:00Z,OTHER OFFENSE,2250
2008-03-01T00:00:00Z,CRIMINAL DAMAGE,4118
2008-03-01T00:00:00Z,THEFT,6270
2008-03-01T00:00:00Z,DECEPTIVE PRACTICE,1051
2008-03-01T00:00:00Z,MOTOR VEHICLE THEFT,1615
2008-02-01T00:00:00Z,BATTERY,5227
2008-02-01T00:00:00Z,ROBBERY,956
2008-02-01T00:00:00Z,NARCOTICS,3903
2008-02-01T00:00:00Z,CRIMINAL DAMAGE,2994
2008-02-01T00:00:00Z,ASSAULT,1762
2008-02-01T00:00:00Z,OTHER OFFENSE,2159
2008-02-01T00:00:00Z,MOTOR VEHICLE THEFT,1227
2008-02-01T00:00:00Z,THEFT,5330
2008-02-01T00:00:00Z,BURGLARY,1536
2008-02-01T00:00:00Z,DECEPTIVE PRACTICE,984
2008-01-01T00:00:00Z,ROBBERY,1266
2008-01-01T00:00:00Z,BATTERY,5480
2008-01-01T00:00:00Z,THEFT,6692
2008-01-01T00:00:00Z,DECEPTIVE PRACTICE,1176
2008-01-01T00:00:00Z,MOTOR VEHICLE THEFT,1431
2008-01-01T00:00:00Z,ASSAULT,1752
2008-01-01T00:00:00Z,BURGLARY,1868
2008-01-01T00:00:00Z,NARCOTICS,4125
2008-01-01T00:00:00Z,CRIMINAL DAMAGE,3729
2008-01-01T00:00:00Z,OTHER OFFENSE,2316
2007-12-01T00:00:00Z,CRIMINAL DAMAGE,3419
2007-12-01T00:00:00Z,ROBBERY,1398
2007-12-01T00:00:00Z,BATTERY,5397
2007-12-01T00:00:00Z,OTHER OFFENSE,1872
2007-12-01T00:00:00Z,THEFT,6365
2007-12-01T00:00:00Z,NARCOTICS,3742
2007-12-01T00:00:00Z,ASSAULT,1741
2007-12-01T00:00:00Z,BURGLARY,2020
2007-12-01T00:00:00Z,MOTOR VEHICLE THEFT,1517
2007-12-01T00:00:00Z,DECEPTIVE PRACTICE,1184
2007-11-01T00:00:00Z,NARCOTICS,4285
2007-11-01T00:00:00Z,BATTERY,5584
2007-11-01T00:00:00Z,CRIMINAL DAMAGE,4369
2007-11-01T00:00:00Z,OTHER OFFENSE,1955
2007-11-01T00:00:00Z,ASSAULT,1894
2007-11-01T00:00:00Z,ROBBERY,1483
2007-11-01T00:00:00Z,MOTOR VEHICLE THEFT,1401
2007-11-01T00:00:00Z,THEFT,6742
2007-11-01T00:00:00Z,BURGLARY,2283
2007-11-01T00:00:00Z,DECEPTIVE PRACTICE,1115
2007-10-01T00:00:00Z,THEFT,7714
2007-10-01T00:00:00Z,CRIMINAL DAMAGE,5124
2007-10-01T00:00:00Z,BATTERY,6992
2007-10-01T00:00:00Z,DECEPTIVE PRACTICE,1068
2007-10-01T00:00:00Z,MOTOR VEHICLE THEFT,1655
2007-10-01T00:00:00Z,NARCOTICS,4472
2007-10-01T00:00:00Z,BURGLARY,2349
2007-10-01T00:00:00Z,ASSAULT,2415
2007-10-01T00:00:00Z,OTHER OFFENSE,2277
2007-10-01T00:00:00Z,ROBBERY,1433
2007-09-01T00:00:00Z,THEFT,7072
2007-09-01T00:00:00Z,ASSAULT,2442
2007-09-01T00:00:00Z,CRIMINAL DAMAGE,4447
2007-09-01T00:00:00Z,BATTERY,7252
2007-09-01T00:00:00Z,NARCOTICS,4604
2007-09-01T00:00:00Z,OTHER OFFENSE,2126
2007-09-01T00:00:00Z,MOTOR VEHICLE THEFT,1461
2007-09-01T00:00:00Z,BURGLARY,2202
2007-09-01T00:00:00Z,ROBBERY,1380
2007-09-01T00:00:00Z,DECEPTIVE PRACTICE,1069
2007-08-01T00:00:00Z,NARCOTICS,4762
2007-08-01T00:00:00Z,CRIMINAL DAMAGE,4772
2007-08-01T00:00:00Z,BATTERY,7000
2007-08-01T00:00:00Z,ROBBERY,1416
2007-08-01T00:00:00Z,THEFT,7764
2007-08-01T00:00:00Z,ASSAULT,2357
2007-08-01T00:00:00Z,OTHER OFFENSE,2272
2007-08-01T00:00:00Z,BURGLARY,2323
2007-08-01T00:00:00Z,MOTOR VEHICLE THEFT,1593
2007-08-01T00:00:00Z,DECEPTIVE PRACTICE,1239
2007-07-01T00:00:00Z,ASSAULT,2555
2007-07-01T00:00:00Z,NARCOTICS,4811
2007-07-01T00:00:00Z,CRIMINAL DAMAGE,4868
2007-07-01T00:00:00Z,THEFT,8120
2007-07-01T00:00:00Z,BATTERY,7703
2007-07-01T00:00:00Z,BURGLARY,2216
2007-07-01T00:00:00Z,DECEPTIVE PRACTICE,1191
2007-07-01T00:00:00Z,ROBBERY,1496
2007-07-01T00:00:00Z,MOTOR VEHICLE THEFT,1559
2007-07-01T00:00:00Z,OTHER OFFENSE,2224
2007-06-01T00:00:00Z,OTHER OFFENSE,2159
2007-06-01T00:00:00Z,NARCOTICS,4472
2007-06-01T00:00:00Z,DECEPTIVE PRACTICE,1130
2007-06-01T00:00:00Z,BATTERY,7737
2007-06-01T00:00:00Z,ROBBERY,1361
2007-06-01T00:00:00Z,THEFT,7270
2007-06-01T00:00:00Z,BURGLARY,2133
2007-06-01T00:00:00Z,CRIMINAL DAMAGE,4473
2007-06-01T00:00:00Z,ASSAULT,2405
2007-06-01T00:00:00Z,MOTOR VEHICLE THEFT,1580
2007-05-01T00:00:00Z,ASSAULT,2727
2007-05-01T00:00:00Z,NARCOTICS,4557
2007-05-01T00:00:00Z,BATTERY,7857
2007-05-01T00:00:00Z,THEFT,7164
2007-05-01T00:00:00Z,ROBBERY,1342
2007-05-01T00:00:00Z,OTHER OFFENSE,2241
2007-05-01T00:00:00Z,BURGLARY,2189
2007-05-01T00:00:00Z,MOTOR VEHICLE THEFT,1557
2007-05-01T00:00:00Z,CRIMINAL DAMAGE,4960
2007-05-01T00:00:00Z,DECEPTIVE PRACTICE,1097
2007-04-01T00:00:00Z,OTHER OFFENSE,2243
2007-04-01T00:00:00Z,BATTERY,6594
2007-04-01T00:00:00Z,NARCOTICS,4655
2007-04-01T00:00:00Z,THEFT,6333
2007-04-01T00:00:00Z,CRIMINAL DAMAGE,4391
2007-04-01T00:00:00Z,ROBBERY,1146
2007-04-01T00:00:00Z,ASSAULT,2140
2007-04-01T00:00:00Z,BURGLARY,1816
2007-04-01T00:00:00Z,MOTOR VEHICLE THEFT,1402
2007-04-01T00:00:00Z,DECEPTIVE PRACTICE,1025
2007-03-01T00:00:00Z,MOTOR VEHICLE THEFT,1431
2007-03-01T00:00:00Z,NARCOTICS,4906
2007-03-01T00:00:00Z,BATTERY,6865
2007-03-01T00:00:00Z,OTHER OFFENSE,2300
2007-03-01T00:00:00Z,CRIMINAL DAMAGE,4335
2007-03-01T00:00:00Z,ASSAULT,2290
2007-03-01T00:00:00Z,THEFT,6253
2007-03-01T00:00:00Z,DECEPTIVE PRACTICE,1114
2007-03-01T00:00:00Z,BURGLARY,1716
2007-03-01T00:00:00Z,ROBBERY,1063
2007-02-01T00:00:00Z,BATTERY,4864
2007-02-01T00:00:00Z,ROBBERY,779
2007-02-01T00:00:00Z,OTHER OFFENSE,1938
2007-02-01T00:00:00Z,NARCOTICS,4243
2007-02-01T00:00:00Z,CRIMINAL DAMAGE,2669
2007-02-01T00:00:00Z,ASSAULT,1552
2007-02-01T00:00:00Z,THEFT,4675
2007-02-01T00:00:00Z,MOTOR VEHICLE THEFT,1286
2007-02-01T00:00:00Z,BURGLARY,1305
2007-02-01T00:00:00Z,DECEPTIVE PRACTICE,816
2007-01-01T00:00:00Z,NARCOTICS,4907
2007-01-01T00:00:00Z,BATTERY,5578
2007-01-01T00:00:00Z,CRIMINAL DAMAGE,3733
2007-01-01T00:00:00Z,MOTOR VEHICLE THEFT,1516
2007-01-01T00:00:00Z,THEFT,6338
2007-01-01T00:00:00Z,DECEPTIVE PRACTICE,1084
2007-01-01T00:00:00Z,ASSAULT,1717
2007-01-01T00:00:00Z,BURGLARY,1823
2007-01-01T00:00:00Z,ROBBERY,1124
2007-01-01T00:00:00Z,OTHER OFFENSE,2207
2006-12-01T00:00:00Z,THEFT,6473
2006-12-01T00:00:00Z,BATTERY,5809
2006-12-01T00:00:00Z,ASSAULT,1921
2006-12-01T00:00:00Z,MOTOR VEHICLE THEFT,1513
2006-12-01T00:00:00Z,CRIMINAL DAMAGE,3993
2006-12-01T00:00:00Z,NARCOTICS,4433
2006-12-01T00:00:00Z,BURGLARY,2050
2006-12-01T00:00:00Z,OTHER OFFENSE,2041
2006-12-01T00:00:00Z,ROBBERY,1397
2006-12-01T00:00:00Z,DECEPTIVE PRACTICE,1058
2006-11-01T00:00:00Z,BATTERY,6068
2006-11-01T00:00:00Z,OTHER OFFENSE,2055
2006-11-01T00:00:00Z,ASSAULT,1901
2006-11-01T00:00:00Z,BURGLARY,1942
2006-11-01T00:00:00Z,ROBBERY,1398
2006-11-01T00:00:00Z,THEFT,6690
2006-11-01T00:00:00Z,CRIMINAL DAMAGE,4387
2006-11-01T00:00:00Z,NARCOTICS,4594
2006-11-01T00:00:00Z,MOTOR VEHICLE THEFT,1536
2006-11-01T00:00:00Z,DECEPTIVE PRACTICE,1087
2006-10-01T00:00:00Z,ASSAULT,2131
2006-10-01T00:00:00Z,NARCOTICS,4614
2006-10-01T00:00:00Z,BATTERY,6756
2006-10-01T00:00:00Z,OTHER OFFENSE,2237
2006-10-01T00:00:00Z,BURGLARY,2241
2006-10-01T00:00:00Z,CRIMINAL DAMAGE,4928
2006-10-01T00:00:00Z,THEFT,7257
2006-10-01T00:00:00Z,ROBBERY,1558
2006-10-01T00:00:00Z,MOTOR VEHICLE THEFT,1638
2006-10-01T00:00:00Z,DECEPTIVE PRACTICE,1149
2006-09-01T00:00:00Z,THEFT,7248
2006-09-01T00:00:00Z,BATTERY,6721
2006-09-01T00:00:00Z,NARCOTICS,4709
2006-09-01T00:00:00Z,BURGLARY,2065
2006-09-01T00:00:00Z,CRIMINAL DAMAGE,4600
2006-09-01T00:00:00Z,ASSAULT,2187
2006-09-01T00:00:00Z,MOTOR VEHICLE THEFT,1631
2006-09-01T00:00:00Z,OTHER OFFENSE,2051
2006-09-01T00:00:00Z,ROBBERY,1389
2006-09-01T00:00:00Z,DECEPTIVE PRACTICE,1032
2006-08-01T00:00:00Z,CRIMINAL DAMAGE,5197
2006-08-01T00:00:00Z,THEFT,7959
2006-08-01T00:00:00Z,ASSAULT,2331
2006-08-01T00:00:00Z,NARCOTICS,4954
2006-08-01T00:00:00Z,BATTERY,6861
2006-08-01T00:00:00Z,ROBBERY,1438
2006-08-01T00:00:00Z,OTHER OFFENSE,2180
2006-08-01T00:00:00Z,MOTOR VEHICLE THEFT,1888
2006-08-01T00:00:00Z,BURGLARY,2195
2006-08-01T00:00:00Z,DECEPTIVE PRACTICE,1167
2006-07-01T00:00:00Z,NARCOTICS,4699
2006-07-01T00:00:00Z,ROBBERY,1461
2006-07-01T00:00:00Z,BATTERY,7925
2006-07-01T00:00:00Z,THEFT,8077
2006-07-01T00:00:00Z,CRIMINAL DAMAGE,5070
2006-07-01T00:00:00Z,ASSAULT,2501
2006-07-01T00:00:00Z,OTHER OFFENSE,2351
2006-07-01T00:00:00Z,MOTOR VEHICLE THEFT,1847
2006-07-01T00:00:00Z,BURGLARY,2231
2006-07-01T00:00:00Z,DECEPTIVE PRACTICE,1077
2006-06-01T00:00:00Z,DECEPTIVE PRACTICE,1077
2006-06-01T00:00:00Z,CRIMINAL DAMAGE,4777
2006-06-01T00:00:00Z,ROBBERY,1336
2006-06-01T00:00:00Z,MOTOR VEHICLE THEFT,1881
2006-06-01T00:00:00Z,NARCOTICS,4663
2006-06-01T00:00:00Z,BATTERY,7381
2006-06-01T00:00:00Z,THEFT,7223
2006-06-01T00:00:00Z,ASSAULT,2307
2006-06-01T00:00:00Z,BURGLARY,1954
2006-06-01T00:00:00Z,OTHER OFFENSE,2134
2006-05-01T00:00:00Z,NARCOTICS,4910
2006-05-01T00:00:00Z,BATTERY,7745
2006-05-01T00:00:00Z,ASSAULT,2502
2006-05-01T00:00:00Z,BURGLARY,2154
2006-05-01T00:00:00Z,CRIMINAL DAMAGE,4725
2006-05-01T00:00:00Z,MOTOR VEHICLE THEFT,1897
2006-05-01T00:00:00Z,THEFT,7016
2006-05-01T00:00:00Z,ROBBERY,1310
2006-05-01T00:00:00Z,OTHER OFFENSE,2255
2006-05-01T00:00:00Z,DECEPTIVE PRACTICE,1067
2006-04-01T00:00:00Z,CRIMINAL DAMAGE,4605
2006-04-01T00:00:00Z,BATTERY,7027
2006-04-01T00:00:00Z,ASSAULT,2179
2006-04-01T00:00:00Z,ROBBERY,1189
2006-04-01T00:00:00Z,NARCOTICS,4631
2006-04-01T00:00:00Z,BURGLARY,1661
2006-04-01T00:00:00Z,OTHER OFFENSE,2187
2006-04-01T00:00:00Z,THEFT,6466
2006-04-01T00:00:00Z,MOTOR VEHICLE THEFT,1649
2006-04-01T00:00:00Z,DECEPTIVE PRACTICE,966
2006-03-01T00:00:00Z,BATTERY,6860
2006-03-01T00:00:00Z,ASSAULT,2173
2006-03-01T00:00:00Z,NARCOTICS,4656
2006-03-01T00:00:00Z,DECEPTIVE PRACTICE,1070
2006-03-01T00:00:00Z,THEFT,6608
2006-03-01T00:00:00Z,CRIMINAL DAMAGE,4530
2006-03-01T00:00:00Z,OTHER OFFENSE,2289
2006-03-01T00:00:00Z,MOTOR VEHICLE THEFT,1806
2006-03-01T00:00:00Z,ROBBERY,1133
2006-03-01T00:00:00Z,BURGLARY,1842
2006-02-01T00:00:00Z,THEFT,5399
2006-02-01T00:00:00Z,NARCOTICS,4214
2006-02-01T00:00:00Z,CRIMINAL DAMAGE,3901
2006-02-01T00:00:00Z,MOTOR VEHICLE THEFT,1641
2006-02-01T00:00:00Z,ASSAULT,1792
2006-02-01T00:00:00Z,BATTERY,5388
2006-02-01T00:00:00Z,OTHER OFFENSE,2125
2006-02-01T00:00:00Z,BURGLARY,1554
2006-02-01T00:00:00Z,ROBBERY,1032
2006-02-01T00:00:00Z,DECEPTIVE PRACTICE,852
2006-01-01T00:00:00Z,BATTERY,5952
2006-01-01T00:00:00Z,ROBBERY,1298
2006-01-01T00:00:00Z,NARCOTICS,4705
2006-01-01T00:00:00Z,ASSAULT,1956
2006-01-01T00:00:00Z,CRIMINAL DAMAGE,4567
2006-01-01T00:00:00Z,BURGLARY,1991
2006-01-01T00:00:00Z,MOTOR VEHICLE THEFT,2030
2006-01-01T00:00:00Z,THEFT,6881
2006-01-01T00:00:00Z,OTHER OFFENSE,2253
2006-01-01T00:00:00Z,DECEPTIVE PRACTICE,1076
2005-12-01T00:00:00Z,THEFT,6154
2005-12-01T00:00:00Z,CRIMINAL DAMAGE,3449
2005-12-01T00:00:00Z,NARCOTICS,4273
2005-12-01T00:00:00Z,BATTERY,5464
2005-12-01T00:00:00Z,OTHER OFFENSE,1906
2005-12-01T00:00:00Z,MOTOR VEHICLE THEFT,1990
2005-12-01T00:00:00Z,BURGLARY,1953
2005-12-01T00:00:00Z,ROBBERY,1453
2005-12-01T00:00:00Z,ASSAULT,1714
2005-12-01T00:00:00Z,DECEPTIVE PRACTICE,1054
2005-11-01T00:00:00Z,NARCOTICS,4407
2005-11-01T00:00:00Z,CRIMINAL DAMAGE,4649
2005-11-01T00:00:00Z,ROBBERY,1459
2005-11-01T00:00:00Z,THEFT,6835
2005-11-01T00:00:00Z,BATTERY,5956
2005-11-01T00:00:00Z,OTHER OFFENSE,1974
2005-11-01T00:00:00Z,DECEPTIVE PRACTICE,1049
2005-11-01T00:00:00Z,ASSAULT,1840
2005-11-01T00:00:00Z,MOTOR VEHICLE THEFT,1880
2005-11-01T00:00:00Z,BURGLARY,2169
2005-10-01T00:00:00Z,CRIMINAL DAMAGE,5235
2005-10-01T00:00:00Z,NARCOTICS,4548
2005-10-01T00:00:00Z,BATTERY,7139
2005-10-01T00:00:00Z,MOTOR VEHICLE THEFT,2082
2005-10-01T00:00:00Z,ROBBERY,1488
2005-10-01T00:00:00Z,THEFT,7517
2005-10-01T00:00:00Z,OTHER OFFENSE,2080
2005-10-01T00:00:00Z,BURGLARY,2431
2005-10-01T00:00:00Z,DECEPTIVE PRACTICE,1103
2005-10-01T00:00:00Z,ASSAULT,2287
2005-09-01T00:00:00Z,NARCOTICS,4640
2005-09-01T00:00:00Z,THEFT,7372
2005-09-01T00:00:00Z,BATTERY,7505
2005-09-01T00:00:00Z,BURGLARY,2406
2005-09-01T00:00:00Z,CRIMINAL DAMAGE,4673
2005-09-01T00:00:00Z,MOTOR VEHICLE THEFT,1789
2005-09-01T00:00:00Z,ROBBERY,1466
2005-09-01T00:00:00Z,DECEPTIVE PRACTICE,1111
2005-09-01T00:00:00Z,OTHER OFFENSE,2047
2005-09-01T00:00:00Z,ASSAULT,2499
2005-08-01T00:00:00Z,ASSAULT,2483
2005-08-01T00:00:00Z,THEFT,8201
2005-08-01T00:00:00Z,ROBBERY,1518
2005-08-01T00:00:00Z,NARCOTICS,4796
2005-08-01T00:00:00Z,BATTERY,7600
2005-08-01T00:00:00Z,MOTOR VEHICLE THEFT,1805
2005-08-01T00:00:00Z,CRIMINAL DAMAGE,4806
2005-08-01T00:00:00Z,OTHER OFFENSE,2379
2005-08-01T00:00:00Z,BURGLARY,2469
2005-08-01T00:00:00Z,DECEPTIVE PRACTICE,1136
2005-07-01T00:00:00Z,BATTERY,8027
2005-07-01T00:00:00Z,NARCOTICS,4573
2005-07-01T00:00:00Z,THEFT,8285
2005-07-01T00:00:00Z,CRIMINAL DAMAGE,5032
2005-07-01T00:00:00Z,BURGLARY,2352
2005-07-01T00:00:00Z,ASSAULT,2545
2005-07-01T00:00:00Z,DECEPTIVE PRACTICE,1119
2005-07-01T00:00:00Z,OTHER OFFENSE,2388
2005-07-01T00:00:00Z,ROBBERY,1595
2005-07-01T00:00:00Z,MOTOR VEHICLE THEFT,1777
2005-06-01T00:00:00Z,NARCOTICS,4432
2005-06-01T00:00:00Z,BATTERY,8126
2005-06-01T00:00:00Z,MOTOR VEHICLE THEFT,1816
2005-06-01T00:00:00Z,BURGLARY,2249
2005-06-01T00:00:00Z,CRIMINAL DAMAGE,4668
2005-06-01T00:00:00Z,ROBBERY,1407
2005-06-01T00:00:00Z,DECEPTIVE PRACTICE,1134
2005-06-01T00:00:00Z,THEFT,7200
2005-06-01T00:00:00Z,OTHER OFFENSE,2277
2005-06-01T00:00:00Z,ASSAULT,2622
2005-05-01T00:00:00Z,NARCOTICS,4841
2005-05-01T00:00:00Z,BATTERY,8199
2005-05-01T00:00:00Z,OTHER OFFENSE,2388
2005-05-01T00:00:00Z,ASSAULT,2625
2005-05-01T00:00:00Z,THEFT,7062
2005-05-01T00:00:00Z,ROBBERY,1233
2005-05-01T00:00:00Z,CRIMINAL DAMAGE,4921
2005-05-01T00:00:00Z,MOTOR VEHICLE THEFT,1815
2005-05-01T00:00:00Z,BURGLARY,2143
2005-05-01T00:00:00Z,DECEPTIVE PRACTICE,1043
2005-04-01T00:00:00Z,BATTERY,7572
2005-04-01T00:00:00Z,THEFT,6843
2005-04-01T00:00:00Z,ASSAULT,2459
2005-04-01T00:00:00Z,NARCOTICS,4938
2005-04-01T00:00:00Z,CRIMINAL DAMAGE,4612
2005-04-01T00:00:00Z,ROBBERY,1198
2005-04-01T00:00:00Z,BURGLARY,1940
2005-04-01T00:00:00Z,DECEPTIVE PRACTICE,1066
2005-04-01T00:00:00Z,OTHER OFFENSE,2494
2005-04-01T00:00:00Z,MOTOR VEHICLE THEFT,1726
2005-03-01T00:00:00Z,CRIMINAL DAMAGE,4228
2005-03-01T00:00:00Z,NARCOTICS,5109
2005-03-01T00:00:00Z,OTHER OFFENSE,2534
2005-03-01T00:00:00Z,THEFT,6393
2005-03-01T00:00:00Z,BATTERY,6613
2005-03-01T00:00:00Z,BURGLARY,1762
2005-03-01T00:00:00Z,ASSAULT,2209
2005-03-01T00:00:00Z,MOTOR VEHICLE THEFT,1837
2005-03-01T00:00:00Z,ROBBERY,1116
2005-03-01T00:00:00Z,DECEPTIVE PRACTICE,1029
2005-02-01T00:00:00Z,NARCOTICS,4905
2005-02-01T00:00:00Z,OTHER OFFENSE,2250
2005-02-01T00:00:00Z,BATTERY,5692
2005-02-01T00:00:00Z,ASSAULT,1864
2005-02-01T00:00:00Z,CRIMINAL DAMAGE,3486
2005-02-01T00:00:00Z,MOTOR VEHICLE THEFT,1539
2005-02-01T00:00:00Z,DECEPTIVE PRACTICE,894
2005-02-01T00:00:00Z,ROBBERY,939
2005-02-01T00:00:00Z,THEFT,5440
2005-02-01T00:00:00Z,BURGLARY,1460
2005-01-01T00:00:00Z,BATTERY,5908
2005-01-01T00:00:00Z,CRIMINAL DAMAGE,3308
2005-01-01T00:00:00Z,MOTOR VEHICLE THEFT,1736
2005-01-01T00:00:00Z,ASSAULT,1857
2005-01-01T00:00:00Z,BURGLARY,1788
2005-01-01T00:00:00Z,ROBBERY,1149
2005-01-01T00:00:00Z,OTHER OFFENSE,2508
2005-01-01T00:00:00Z,NARCOTICS,4751
2005-01-01T00:00:00Z,THEFT,5926
2005-01-01T00:00:00Z,DECEPTIVE PRACTICE,1049
2004-12-01T00:00:00Z,THEFT,6596
